MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal,Bedrooms,Bathrooms,SquareFeet,YearBuilt,Floors,Garage,Pool,Location,Price
3.7316,13.0,5.508701472556894,1.0468540829986612,2903.0,3.8862115127175367,36.85,-121.38,1.924,2,1,1164,1962,2,0,0,Rural,10175424
4.1875,6.0,5.816358024691358,1.0324074074074074,2061.0,3.1805555555555554,36.84,-121.38,2.176,2,1,1072,1956,2,1,0,Rural,10788575
3.5714,11.0,5.575418994413408,1.0670391061452513,1023.0,2.857541899441341,36.84,-121.37,2.43,2,1,1033,1959,2,1,0,Rural,10679614
3.6354,17.0,5.457380457380458,1.0644490644490645,1487.0,3.0914760914760913,36.84,-121.38,2.212,2,1,1156,1967,1,1,0,Rural,11240764
4.76,14.0,6.096666666666667,1.02,1951.0,3.2516666666666665,36.83,-121.37,2.16,2,1,1048,1964,1,0,1,Rural,11802282
3.067,11.0,5.659021406727828,1.1299694189602447,1749.0,2.6743119266055047,36.83,-121.4,2.079,2,1,1073,1958,2,0,1,Rural,11071122
4.005,7.0,4.966767371601208,1.0211480362537764,1143.0,3.4531722054380665,36.84,-121.44,1.804,2,1,1297,1955,2,1,0,Rural,11052520
2.3125,7.0,5.348684210526316,1.069078947368421,677.0,2.226973684210526,36.85,-121.42,1.708,2,1,972,1957,2,1,0,Rural,10072072
3.6333,30.0,5.431578947368421,0.9473684210526315,288.0,3.031578947368421,36.79,-121.32,2.025,2,1,1201,1982,2,1,0,Rural,12433771
5.0871,7.0,6.401388888888889,1.0291666666666666,1660.0,2.3055555555555554,36.81,-121.36,2.905,2,1,1221,1958,1,1,0,Rural,11114686
4.1528,15.0,7.389355742296919,1.2016806722689075,1289.0,3.6106442577030813,36.76,-121.34,3.368,2,1,1528,1963,2,1,0,Rural,13199619
2.2132,23.0,7.596153846153846,1.3461538461538463,166.0,3.1923076923076925,36.72,-121.06,1.0,3,2,1584,1970,1,0,0,Rural,11966206
3.2292,52.0,7.075313807531381,1.2594142259414225,618.0,2.585774058577406,36.47,-120.95,2.25,3,2,1527,2004,2,0,0,Suburban,20151007
6.1287,4.0,6.791896869244936,1.0810313075506446,10450.0,3.2074892572130143,34.01,-117.75,2.896,2,1,1338,1954,1,1,0,Suburban,17850631
8.4411,2.0,10.296296296296296,1.1666666666666667,179.0,3.314814814814815,33.97,-117.78,5.00001,2,1,2258,1954,2,1,1,Suburban,29433407
5.7763,14.0,6.847746650426309,1.048721071863581,3108.0,3.7856272838002436,33.99,-117.72,2.067,2,1,1310,1967,2,1,0,Suburban,18768319
6.7172,3.0,11.287383177570094,1.6179906542056075,2497.0,2.917056074766355,33.98,-117.76,2.924,3,2,2280,1956,2,0,0,Suburban,27051973
5.6501,4.0,6.162349968414403,1.104232469993683,4662.0,2.9450410612760582,33.97,-117.74,2.549,2,1,1256,1958,1,1,0,Suburban,17666567
5.228,16.0,6.569451309935739,1.0192782995551162,6931.0,3.426099851705388,33.97,-117.72,1.878,2,1,1201,1969,1,0,0,Suburban,15954413
3.851,10.0,4.936789449749886,1.035925420645748,6474.0,2.9440654843110505,33.97,-117.71,1.372,2,1,958,1964,1,1,0,Suburban,14687262
6.2141,4.0,6.716019417475728,1.0784789644012944,3941.0,3.1885113268608416,33.92,-117.7,2.522,2,1,1359,1949,1,0,0,Suburban,17953595
7.5839,13.0,8.268907563025211,1.0672268907563025,364.0,3.0588235294117645,33.95,-117.75,4.269,2,1,1610,1960,1,1,0,Suburban,21865296
5.1165,40.0,5.747368421052632,1.1210526315789473,457.0,2.405263157894737,33.94,-117.76,1.842,2,1,1393,1993,2,1,0,Suburban,20473089
2.725,28.0,5.484732824427481,1.1259541984732824,724.0,2.763358778625954,34.09,-117.69,1.402,2,1,1013,1976,3,1,0,Suburban,14407965
3.7802,10.0,5.087403598971722,1.167095115681234,1117.0,2.87146529562982,34.08,-117.7,1.073,2,1,1135,1964,1,1,0,Suburban,15541664
3.625,25.0,5.305555555555555,1.021604938271605,1098.0,3.388888888888889,34.09,-117.7,1.218,2,1,1146,1971,1,1,0,Suburban,14758956
2.5972,29.0,4.037974683544304,0.8955696202531646,1216.0,3.848101265822785,34.08,-117.71,1.343,2,1,806,1974,3,0,0,Suburban,12632677
3.8875,31.0,5.15406162464986,1.0644257703081232,1187.0,3.3249299719887957,34.07,-117.71,1.292,2,1,944,1980,2,1,0,Suburban,15344820
4.5185,30.0,5.828767123287672,1.058904109589041,2129.0,2.9164383561643836,34.08,-117.69,1.425,2,1,1088,1978,2,1,0,Suburban,16183836
3.7083,35.0,5.858181818181818,1.0163636363636364,1970.0,3.581818181818182,34.07,-117.69,1.31,2,1,1119,1984,3,0,0,Suburban,15530003
3.8586,34.0,5.385126162018592,0.9814077025232404,2470.0,3.2802124833997346,34.07,-117.69,1.36,2,1,898,1983,2,1,0,Suburban,13989536
3.2344,14.0,5.248730964467005,1.1243654822335025,2026.0,2.5710659898477157,34.08,-117.69,1.282,2,1,949,1966,2,1,0,Suburban,14926548
3.6,24.0,5.351648351648351,0.9945054945054945,1286.0,3.532967032967033,34.07,-117.71,1.393,2,1,922,1974,2,1,0,Suburban,13900375
4.1448,33.0,5.961734693877551,1.0089285714285714,2769.0,3.5318877551020407,34.08,-117.7,1.373,2,1,1326,1980,1,0,0,Suburban,17441542
3.7969,33.0,5.122112211221122,0.9504950495049505,1326.0,4.376237623762377,34.07,-117.7,1.284,2,1,1086,1986,2,1,0,Suburban,16010171
2.7986,29.0,4.409090909090909,1.1414141414141414,649.0,3.2777777777777777,34.06,-117.69,1.144,2,1,960,1981,1,1,0,Suburban,14204398
2.5536,25.0,4.510791366906475,1.038369304556355,1337.0,3.2062350119904077,34.06,-117.69,1.44,2,1,961,1978,2,1,0,Suburban,15159253
2.3049,25.0,3.641843971631206,1.0797872340425532,2271.0,4.026595744680851,34.06,-117.7,1.5,2,1,745,1973,1,1,0,Suburban,11998194
2.9107,7.0,5.545454545454546,1.0984848484848484,431.0,3.265151515151515,34.06,-117.7,0.953,2,1,1255,1959,1,1,1,Suburban,18165456
1.4722,27.0,3.9831460674157304,1.1760299625468165,1970.0,3.689138576779026,34.06,-117.71,0.913,2,1,735,1974,1,1,0,Suburban,11954942
2.5395,25.0,4.970588235294118,1.2379679144385027,1070.0,2.8609625668449197,34.05,-117.68,1.875,2,1,1004,1974,1,0,1,Suburban,14625350
4.3264,10.0,5.1652892561983474,1.0082644628099173,1055.0,2.90633608815427,34.05,-117.69,1.289,2,1,1107,1961,1,1,0,Suburban,15512164
4.7357,24.0,6.016985138004246,0.9978768577494692,1815.0,3.8535031847133756,34.05,-117.7,1.625,2,1,1071,1969,2,1,0,Suburban,16589148
3.625,16.0,4.404833836858006,0.8912386706948641,912.0,2.7552870090634443,34.06,-117.71,1.604,2,1,1190,1961,2,1,1,Suburban,18596555
2.5735,20.0,4.742203742203742,0.9230769230769231,1545.0,3.212058212058212,34.05,-117.71,1.305,2,1,951,1967,2,0,0,Suburban,12228939
2.7321,31.0,4.703389830508475,1.1144067796610169,1662.0,3.5211864406779663,34.05,-117.72,1.043,2,1,954,1979,2,0,0,Suburban,12792999
4.0614,8.0,4.6725888324873095,1.0380710659898478,1243.0,3.1548223350253806,34.05,-117.72,1.07,2,1,1060,1953,1,0,0,Suburban,14765132
4.0096,5.0,5.061293984108967,1.0170261066969353,2028.0,2.3019296254256525,34.04,-117.69,1.826,2,1,1103,1957,2,1,0,Suburban,16057345
3.5954,13.0,5.387195121951219,1.0416666666666667,2870.0,2.9166666666666665,34.04,-117.7,1.63,2,1,1081,1959,2,0,0,Suburban,14548642
4.625,20.0,6.25,0.9935897435897436,1054.0,3.378205128205128,34.04,-117.71,2.221,2,1,1263,1969,2,0,0,Suburban,16993215
2.9811,17.0,5.747545582047686,1.0280504908835906,1859.0,2.6072931276297333,34.04,-117.71,2.318,2,1,999,1967,3,0,0,Suburban,14920478
5.6029,17.0,6.058455114822547,0.9937369519832986,1652.0,3.4488517745302714,34.03,-117.72,1.618,2,1,1156,1967,2,1,0,Suburban,16867725
6.5958,17.0,6.95703125,1.0234375,860.0,3.359375,34.02,-117.72,2.368,2,1,1443,1967,2,1,1,Suburban,22384892
4.125,36.0,6.030927835051546,1.0103092783505154,1213.0,3.1262886597938144,34.01,-117.73,2.13,2,1,1250,1981,2,1,1,Suburban,19658424
5.4824,15.0,6.551051051051051,1.0360360360360361,2410.0,3.6186186186186187,34.0,-117.72,1.797,2,1,1432,1962,1,1,1,Suburban,21342562
5.7338,5.0,5.804012345679013,0.8950617283950617,2335.0,3.603395061728395,34.0,-117.68,2.254,2,1,1148,1952,2,1,0,Suburban,16662391
2.5781,28.0,5.48062015503876,1.193798449612403,561.0,4.348837209302325,34.0,-117.69,1.116,2,1,957,1980,1,1,1,Suburban,16452528
5.7021,15.0,6.437007874015748,0.9330708661417323,2711.0,3.557742782152231,34.0,-117.7,1.931,2,1,1393,1965,1,1,0,Suburban,18848640
3.6361,17.0,5.690134529147982,1.0878923766816144,7343.0,3.2928251121076233,34.02,-117.71,1.577,2,1,1281,1963,1,0,0,Suburban,15711019
3.4267,11.0,5.128698224852071,1.1079881656804733,2163.0,3.1997041420118344,34.03,-117.71,1.644,2,1,1115,1956,2,1,0,Suburban,16084661
4.7056,20.0,5.904137931034483,0.973103448275862,4861.0,3.352413793103448,34.03,-117.67,1.655,2,1,1164,1968,2,0,0,Suburban,15473492
3.0396,16.0,4.83756345177665,1.1302876480541455,1946.0,3.292724196277496,34.03,-117.68,1.243,2,1,1071,1961,1,1,0,Suburban,15459986
3.4184,20.0,4.721481481481481,1.045925925925926,3690.0,2.7333333333333334,34.03,-117.69,1.625,2,1,1287,1969,2,1,0,Suburban,18528670
3.2073,20.0,4.76332899869961,1.0110533159947985,5718.0,3.717815344603381,34.01,-117.68,1.235,2,1,964,1972,1,0,0,Suburban,13561892
2.3,30.0,5.015444015444015,1.106177606177606,2170.0,4.1891891891891895,34.01,-117.69,0.956,2,1,871,1984,1,1,0,Suburban,14177453
4.1719,24.0,5.063725490196078,0.9264705882352942,486.0,2.3823529411764706,34.15,-117.68,2.135,2,1,954,1970,3,1,1,Suburban,17785107
8.5282,25.0,7.831050228310502,1.1073059360730593,1284.0,2.9315068493150687,34.15,-117.66,3.601,2,1,1628,1977,1,0,0,Suburban,21741781
6.4559,16.0,7.641160949868074,1.0659630606860158,1165.0,3.073878627968338,34.15,-117.64,3.929,2,1,1367,1968,1,0,0,Suburban,17841073
6.7813,4.0,7.037931034482758,0.996551724137931,1996.0,3.4413793103448276,34.15,-117.68,2.863,2,1,1424,1954,1,1,1,Suburban,21946738
6.9532,4.0,7.2701062215478,1.054628224582701,1871.0,2.8391502276176026,34.14,-117.68,2.77,2,1,1492,1956,1,1,0,Suburban,20871397
7.0844,11.0,7.83585313174946,1.0129589632829374,1488.0,3.2138228941684663,34.14,-117.66,3.25,2,1,1720,1957,1,1,0,Suburban,21630754
6.9418,8.0,6.741035856573705,1.0079681274900398,857.0,3.414342629482072,34.14,-117.66,3.105,2,1,1479,1959,1,0,0,Suburban,18669746
8.0103,20.0,8.856140350877194,1.0912280701754387,965.0,3.3859649122807016,34.15,-117.66,3.955,2,1,1857,1972,2,0,0,Suburban,23624338
8.6573,16.0,7.598615916955017,0.9930795847750865,949.0,3.283737024221453,34.14,-117.65,3.54,2,1,1303,1964,1,0,0,Suburban,19376536
7.9627,8.0,8.234463276836157,1.0480225988700564,1271.0,3.5903954802259888,34.13,-117.69,3.454,2,1,1738,1961,2,0,0,Suburban,22341317
7.7234,10.0,8.016901408450705,1.019718309859155,1221.0,3.4394366197183097,34.13,-117.67,3.041,2,1,1673,1960,3,1,0,Suburban,22557963
6.3842,17.0,7.933660933660934,0.995085995085995,1289.0,3.167076167076167,34.13,-117.66,3.071,2,1,1612,1964,1,0,0,Suburban,19611014
5.3525,15.0,6.6849894291754755,1.0465116279069768,1145.0,2.4207188160676534,34.12,-117.67,1.917,2,1,1163,1963,2,0,0,Suburban,15694590
6.075,19.0,7.8487229862475445,1.0884086444007859,1523.0,2.9921414538310414,34.13,-117.66,2.541,2,1,1492,1967,1,1,1,Suburban,22168263
8.8204,22.0,7.449180327868852,0.9114754098360656,933.0,3.059016393442623,34.12,-117.66,3.905,2,1,1373,1967,1,1,0,Suburban,20491281
8.4839,9.0,7.912244897959184,1.0,1815.0,3.704081632653061,34.14,-117.65,4.067,2,1,1380,1963,2,0,0,Suburban,19052917
5.9328,24.0,7.02317880794702,0.9801324503311258,913.0,3.0231788079470197,34.13,-117.65,2.559,2,1,1404,1969,2,1,1,Suburban,21809807
6.2083,17.0,7.403940886699507,1.0517241379310345,1291.0,3.1798029556650245,34.12,-117.65,2.427,2,1,1401,1962,1,1,0,Suburban,19304022
6.0758,4.0,6.520361990950226,1.1689291101055808,1479.0,2.230769230769231,34.12,-117.63,2.268,2,1,1566,1952,1,0,0,Suburban,18964816
5.8407,18.0,7.510416666666667,1.1125,1682.0,3.504166666666667,34.12,-117.64,2.029,2,1,1485,1963,1,1,0,Suburban,20365852
3.6219,29.0,4.698234349919743,1.0176565008025682,1710.0,2.744783306581059,34.11,-117.65,1.766,2,1,1069,1979,2,1,0,Suburban,15996610
2.5868,16.0,5.617414248021108,1.108179419525066,932.0,2.45910290237467,34.11,-117.64,1.469,2,1,966,1962,2,1,0,Suburban,14833333
4.2969,30.0,5.864035087719298,0.9385964912280702,1404.0,3.0789473684210527,34.11,-117.63,1.656,2,1,1119,1975,1,1,1,Suburban,19046214
2.6929,16.0,4.942973523421589,1.0631364562118126,794.0,1.6171079429735233,34.11,-117.69,1.193,2,1,998,1967,1,1,0,Suburban,13972935
5.7214,16.0,6.231428571428571,0.9171428571428571,1133.0,3.237142857142857,34.12,-117.68,2.594,2,1,1155,1966,1,1,0,Suburban,17041198
5.5292,16.0,6.875,1.0150862068965518,1414.0,3.0474137931034484,34.11,-117.68,2.086,2,1,1332,1961,2,1,0,Suburban,18869289
6.1195,16.0,7.75251509054326,1.0885311871227363,1726.0,3.4728370221327967,34.12,-117.66,2.511,2,1,1528,1970,2,0,0,Suburban,20620547
5.0681,19.0,5.939655172413793,1.139655172413793,1635.0,2.8189655172413794,34.11,-117.66,2.305,2,1,1164,1972,1,1,0,Suburban,16450343
6.5587,27.0,6.227642276422764,0.9214092140921409,1071.0,2.902439024390244,34.12,-117.65,2.39,2,1,1431,1977,1,1,0,Suburban,19275718
5.3368,28.0,7.241558441558442,0.961038961038961,1140.0,2.961038961038961,34.11,-117.65,2.335,2,1,1486,1974,1,0,0,Suburban,18783915
2.6074,17.0,4.43801652892562,1.2219598583234947,1722.0,2.0330578512396693,34.1,-117.69,1.375,2,1,935,1968,1,0,0,Suburban,12820574
2.8326,11.0,4.560148056755089,1.107958050586058,3841.0,2.3695249845774216,34.1,-117.68,1.63,2,1,965,1958,2,1,0,Suburban,13852760
3.875,28.0,5.767123287671233,1.1324200913242009,601.0,2.7442922374429224,34.1,-117.67,1.74,2,1,1214,1979,1,1,0,Suburban,16396249
4.3438,19.0,5.181500872600349,1.0558464223385688,1326.0,2.3141361256544504,34.1,-117.67,1.557,2,1,1028,1972,3,1,0,Suburban,16026216
3.6,19.0,5.24223602484472,1.1335403726708075,622.0,1.9316770186335404,34.1,-117.65,1.364,2,1,1016,1968,2,0,0,Suburban,14544282
3.4634,37.0,5.505586592178771,0.9636871508379888,939.0,2.622905027932961,34.1,-117.66,1.453,2,1,1117,1982,1,1,1,Suburban,18880964
2.2429,26.0,3.4608208955223883,1.0317164179104477,1109.0,2.0690298507462686,34.1,-117.66,1.5,2,1,807,1975,2,1,0,Suburban,14173165
2.4667,30.0,4.234782608695652,0.9884057971014493,1014.0,2.9391304347826086,34.1,-117.65,1.06,2,1,959,1982,1,1,0,Suburban,14076505
2.9812,22.0,4.8955696202531644,1.0569620253164558,773.0,2.4462025316455698,34.09,-117.68,1.488,2,1,955,1974,1,1,0,Suburban,13148611
2.7266,17.0,4.038391224862888,1.1480804387568555,2417.0,2.209323583180987,34.09,-117.67,1.01,2,1,884,1964,3,1,1,Suburban,15712903
3.6667,26.0,6.122340425531915,1.0638297872340425,593.0,3.154255319148936,34.09,-117.66,1.663,2,1,1205,1974,2,0,0,Suburban,15702268
3.2321,20.0,5.3755458515283845,1.0829694323144106,1117.0,2.438864628820961,34.09,-117.66,1.625,2,1,1078,1972,1,1,0,Suburban,15293441
3.0357,23.0,4.470219435736677,0.9811912225705329,954.0,2.9905956112852663,34.09,-117.66,1.515,2,1,846,1975,1,0,0,Suburban,12412292
4.3958,33.0,5.936893203883495,0.9611650485436893,1209.0,2.9344660194174756,34.09,-117.65,1.456,2,1,1169,1984,1,0,0,Suburban,16038319
5.1261,20.0,6.137404580152672,0.9847328244274809,1655.0,3.1583969465648853,34.13,-117.62,1.588,2,1,1361,1970,1,1,1,Suburban,21062024
6.148,17.0,7.133587786259542,1.1870229007633588,831.0,3.1717557251908395,34.11,-117.62,2.439,2,1,1435,1965,1,1,0,Suburban,18812502
4.4637,31.0,5.88735632183908,0.9517241379310345,1204.0,2.767816091954023,34.11,-117.62,1.928,2,1,1190,1985,1,1,0,Suburban,16317761
2.6582,15.0,4.540208136234626,1.1438032166508987,2554.0,2.416272469252602,34.1,-117.63,1.228,2,1,763,1968,2,1,0,Suburban,12819989
2.6818,8.0,4.649673202614379,1.1633986928104576,2251.0,2.942483660130719,34.09,-117.63,1.141,2,1,899,1954,2,1,0,Suburban,13449048
3.05,34.0,4.499207606973059,1.0443740095087164,1822.0,2.8874801901743266,34.09,-117.64,1.213,2,1,875,1980,1,1,0,Suburban,13073376
2.7083,46.0,4.129251700680272,0.95578231292517,701.0,2.3843537414965987,34.09,-117.65,1.163,2,1,742,1991,2,0,0,Suburban,11430926
3.0284,44.0,4.680981595092025,1.0337423312883436,831.0,2.549079754601227,34.1,-117.65,1.158,2,1,938,1991,1,1,0,Suburban,14682312
2.7159,44.0,5.1054545454545455,1.0636363636363637,1444.0,2.6254545454545455,34.1,-117.65,1.393,2,1,978,1991,1,1,0,Suburban,14620643
3.3482,21.0,5.366824644549763,1.1232227488151658,3067.0,2.9071090047393366,34.08,-117.68,1.373,2,1,1081,1969,2,0,0,Suburban,15032890
3.0978,28.0,4.937751004016064,0.9879518072289156,1230.0,2.4698795180722892,34.08,-117.68,1.372,2,1,999,1975,2,1,0,Suburban,15150754
3.5036,29.0,5.0,1.0543478260869565,1278.0,3.472826086956522,34.07,-117.67,1.234,2,1,904,1983,1,1,0,Suburban,13451271
1.7806,24.0,4.058732612055642,1.0695517774343122,2204.0,3.4064914992272026,34.07,-117.68,1.35,2,1,771,1974,2,0,0,Suburban,10927453
4.0375,32.0,5.877483443708609,1.0397350993377483,1067.0,3.533112582781457,34.07,-117.68,1.213,2,1,1183,1985,3,1,0,Suburban,17422173
4.7176,35.0,6.703324808184143,1.0,1074.0,2.7468030690537084,34.08,-117.65,1.664,2,1,1459,1987,2,1,1,Suburban,22090918
3.3836,38.0,5.693581780538302,1.184265010351967,1410.0,2.919254658385093,34.08,-117.65,1.449,2,1,1164,1988,1,0,0,Suburban,14526692
2.9474,37.0,4.869047619047619,1.0138888888888888,1165.0,2.3115079365079363,34.07,-117.66,1.396,2,1,907,1989,1,1,0,Suburban,14394010
2.2244,24.0,4.706635622817229,1.108265424912689,2174.0,2.530849825378347,34.06,-117.66,1.149,2,1,981,1976,3,1,1,Suburban,16087563
2.8702,36.0,5.245569620253165,1.0329113924050632,964.0,2.440506329113924,34.07,-117.66,1.37,2,1,1219,1990,1,0,0,Suburban,14330611
2.587,33.0,5.549333333333333,1.0906666666666667,1008.0,2.688,34.07,-117.66,1.381,2,1,1201,1983,2,1,0,Suburban,16609918
3.3036,36.0,5.689655172413793,0.9042145593869731,623.0,2.3869731800766285,34.08,-117.66,1.41,2,1,1192,1982,1,1,0,Suburban,15978946
3.9227,33.0,5.949593495934959,0.959349593495935,1773.0,2.8829268292682926,34.08,-117.66,1.572,2,1,1262,1982,2,1,0,Suburban,17581505
3.3958,37.0,6.018691588785047,1.0934579439252337,1284.0,3.0,34.08,-117.64,1.304,2,1,1347,1985,1,1,0,Suburban,18327313
3.2083,43.0,5.038363171355499,0.969309462915601,1036.0,2.649616368286445,34.07,-117.64,1.228,2,1,1115,1993,2,1,0,Suburban,15696700
3.375,52.0,5.1807780320366135,1.0045766590389016,1031.0,2.3592677345537756,34.08,-117.65,1.443,2,1,1092,1998,1,1,0,Suburban,16463138
5.4689,40.0,6.648760330578512,1.0661157024793388,624.0,2.5785123966942147,34.08,-117.65,1.582,2,1,1436,1988,2,1,0,Suburban,20256383
3.495,35.0,4.956521739130435,0.9525691699604744,729.0,2.8814229249011856,34.08,-117.64,1.18,2,1,883,1987,1,0,0,Suburban,12522124
2.4464,33.0,4.183157894736842,0.9578947368421052,1369.0,2.8821052631578947,34.08,-117.64,1.226,2,1,686,1978,1,1,0,Suburban,11476622
3.8355,38.0,5.112994350282486,1.0480225988700564,1257.0,3.5508474576271185,34.08,-117.63,1.117,2,1,1038,1985,2,0,0,Suburban,14979490
3.4432,39.0,5.353535353535354,1.0323232323232323,1537.0,3.105050505050505,34.07,-117.63,1.067,2,1,1077,1987,3,1,0,Suburban,16865771
3.3936,15.0,5.532697547683924,1.1049046321525886,2884.0,3.9291553133514987,34.07,-117.62,1.27,2,1,1052,1961,3,0,0,Suburban,14294478
3.1597,30.0,6.097777777777778,1.0444444444444445,1047.0,4.653333333333333,34.08,-117.62,1.163,2,1,1302,1976,1,1,1,Suburban,19307071
2.8977,19.0,5.0726744186046515,1.186046511627907,2818.0,4.09593023255814,34.09,-117.63,1.262,2,1,828,1969,2,1,0,Suburban,13318127
4.0139,26.0,5.779151943462898,1.0512367491166077,2259.0,3.991166077738516,34.09,-117.62,1.32,2,1,1102,1976,2,1,0,Suburban,16809258
3.125,22.0,4.714542190305206,1.132854578096948,1678.0,3.012567324955117,34.08,-117.62,1.118,2,1,894,1969,2,1,0,Suburban,13585847
4.4946,24.0,5.294896030245747,1.0472589792060492,2064.0,3.9017013232514177,34.08,-117.62,1.36,2,1,895,1976,2,1,0,Suburban,14743432
3.0199,20.0,5.212922173274596,1.080763582966226,2229.0,3.2731277533039647,34.08,-117.61,1.288,2,1,1192,1967,3,1,0,Suburban,15801432
4.4205,23.0,5.078328981723238,0.9451697127937336,1483.0,3.8720626631853787,34.09,-117.61,1.355,2,1,879,1969,1,1,0,Suburban,14437470
4.6167,11.0,4.694835680751174,0.9178403755868545,1503.0,3.528169014084507,34.09,-117.61,1.44,2,1,880,1960,2,1,0,Suburban,14785560
4.7147,12.0,5.251482799525504,0.9750889679715302,2400.0,2.8469750889679717,34.08,-117.61,1.587,2,1,1141,1963,1,0,0,Suburban,14640837
4.9063,15.0,6.013363028953229,1.024498886414254,1432.0,3.1893095768374167,34.08,-117.6,1.598,2,1,1267,1960,3,1,0,Suburban,18987613
1.4464,35.0,4.231810490693739,1.101522842639594,1182.0,2.0,34.07,-117.65,1.132,2,1,735,1981,2,1,0,Suburban,11571649
1.9236,52.0,4.5064935064935066,1.0909090909090908,558.0,2.4155844155844157,34.07,-117.65,1.172,2,1,969,1998,2,1,1,Suburban,16960623
2.0893,41.0,3.369565217391304,0.9420289855072463,349.0,2.528985507246377,34.06,-117.65,1.125,2,1,702,1993,2,1,0,Suburban,13067076
2.5677,16.0,4.326133909287257,1.1511879049676026,5110.0,3.6789056875449964,34.07,-117.62,1.289,2,1,1098,1970,2,0,0,Suburban,14233646
2.2765,30.0,4.021645021645021,1.028860028860029,2647.0,3.8196248196248197,34.07,-117.64,0.981,2,1,844,1980,2,1,0,Suburban,13348701
2.837,38.0,4.57089552238806,1.0149253731343284,1823.0,3.4011194029850746,34.07,-117.64,1.112,2,1,900,1986,3,0,0,Suburban,13799992
2.6913,52.0,4.630985915492958,1.047887323943662,1269.0,3.574647887323944,34.07,-117.64,1.083,2,1,840,2000,1,1,0,Suburban,13742360
2.4583,26.0,4.361643835616438,1.1753424657534246,1182.0,3.2383561643835614,34.06,-117.67,1.104,2,1,797,1975,3,1,0,Suburban,13810070
1.608,39.0,4.181547619047619,1.0089285714285714,1489.0,4.431547619047619,34.06,-117.66,0.918,2,1,753,1986,1,1,0,Suburban,11500232
2.25,41.0,3.5059880239520957,1.0,1479.0,4.42814371257485,34.06,-117.65,0.905,2,1,838,1989,2,0,0,Suburban,12022892
1.7292,43.0,3.8535353535353534,1.106060606060606,851.0,4.297979797979798,34.06,-117.64,0.792,2,1,772,1991,1,0,1,Suburban,13449308
1.9659,50.0,4.333333333333333,0.9727891156462585,590.0,4.01360544217687,34.06,-117.64,0.857,2,1,923,2001,1,1,0,Suburban,14088310
2.3636,39.0,3.9933993399339935,1.023102310231023,1294.0,4.270627062706271,34.06,-117.63,0.883,2,1,950,1990,2,1,0,Suburban,14663442
2.3347,36.0,4.4760994263862335,0.994263862332696,2138.0,4.087954110898662,34.05,-117.66,1.04,2,1,659,1981,1,0,0,Suburban,9927748
2.5391,33.0,4.324324324324325,0.972972972972973,831.0,3.7432432432432434,34.05,-117.66,1.086,2,1,992,1980,3,1,0,Suburban,14297266
3.625,6.0,5.40463645943098,1.1791359325605901,2533.0,2.6691253951527925,34.05,-117.66,1.136,2,1,1086,1959,1,1,0,Suburban,14684377
4.6563,16.0,6.093457943925234,0.9364485981308411,1973.0,3.6878504672897194,34.04,-117.67,1.62,2,1,1262,1966,1,0,0,Suburban,16019839
4.7872,16.0,5.845505617977528,0.9775280898876404,1332.0,3.741573033707865,34.04,-117.66,1.476,2,1,1086,1966,3,1,0,Suburban,17470747
3.6467,14.0,5.174168297455969,1.0273972602739727,2021.0,3.954990215264188,34.05,-117.66,1.475,2,1,959,1962,2,1,0,Suburban,14229623
3.9336,15.0,5.553191489361702,1.0687397708674304,2039.0,3.337152209492635,34.04,-117.65,1.51,2,1,1159,1969,2,0,0,Suburban,15432178
4.2054,10.0,5.515837104072398,1.048265460030166,2079.0,3.1357466063348416,34.04,-117.66,1.599,2,1,1341,1963,1,1,0,Suburban,17399245
3.2062,6.0,4.809847198641766,1.066213921901528,1717.0,2.9151103565365024,34.05,-117.67,1.675,2,1,1062,1953,2,0,0,Suburban,14457110
5.2551,13.0,6.071428571428571,0.9894179894179894,1284.0,3.3968253968253967,34.04,-117.67,1.943,2,1,1340,1965,1,1,0,Suburban,18729303
3.0598,13.0,4.310055865921788,1.0698324022346368,776.0,2.1675977653631286,34.04,-117.67,0.997,2,1,842,1963,3,1,0,Suburban,14048245
3.9107,27.0,5.572815533980583,1.0,321.0,3.116504854368932,34.04,-117.68,1.865,2,1,1054,1973,2,1,0,Suburban,16337723
4.4042,9.0,5.416452442159383,1.056555269922879,1138.0,2.9254498714652954,34.02,-117.65,1.591,2,1,1005,1956,2,1,0,Suburban,15727665
5.753,14.0,6.0710227272727275,0.9801136363636364,1151.0,3.2698863636363638,34.03,-117.66,1.855,2,1,1165,1959,2,0,0,Suburban,15909984
4.8906,16.0,6.404210526315789,1.1031578947368421,1516.0,3.191578947368421,34.02,-117.67,1.785,2,1,1075,1963,2,1,0,Suburban,17065687
6.7544,11.0,6.966804979253112,1.045643153526971,1690.0,3.5062240663900415,34.02,-117.66,2.079,2,1,1320,1959,2,1,0,Suburban,19291116
3.449,15.0,5.151515151515151,1.0524475524475525,2373.0,2.765734265734266,34.03,-117.65,1.491,2,1,974,1965,2,0,0,Suburban,13195644
2.5048,28.0,3.9864864864864864,1.025337837837838,2623.0,4.430743243243243,34.04,-117.65,1.0,2,1,779,1982,1,0,0,Suburban,11044839
3.0057,32.0,4.212686567164179,0.9365671641791045,1378.0,5.141791044776119,34.05,-117.64,0.969,2,1,855,1983,1,0,1,Suburban,14276266
